C C
C1CN=[SH]NC1 C1C[CH2:1]N=[SH]N1
C1CN=[SH]NC1 C1C[CH2:1]N[SH]=N1
C1CN=[SH]NC1 C1N=[SH]NC[CH2:1]1
C1CNC1 C1C[CH2:1]N1
C1CNC1 C1C[NH:1]C1
C1CNC1 C1NC[CH2:1]1
C1CNCCN1 C1CN[CH2:1]CN1
C1CNCCN1 C1CN[CH2:1][CH2:1]N1
C1CNCCN1 C1C[NH:1]CCN1
C1CNCCNC1 C1CNCC[NH:1]C1
C1CNCCNC1 C1CNC[CH2:1]CN1
C1CNCCNC1 C1CNC[CH2:1]NC1
C1CNCCNC1 C1CN[CH2:1]CCN1
C1CNCN1 C1CN[CH2:1]N1
C1CNCN1 C1C[NH:1]CN1
C1CNCN1 C1NC[CH2:1]N1
C1CNCN1 C1N[CH2:1][CH2:1]N1
C1CNCNC1 C1CNC[NH:1]C1
C1CNCNC1 C1CN[CH2:1]NC1
C1CNCNC1 C1C[CH2:1]NCN1
C1CNCNC1 C1NC[CH2:1]CN1
C1CNCNCN1 C1CNC[NH:1]CN1
C1CNCNCN1 C1CN[CH2:1]NCN1
C1CNCNCN1 C1C[NH:1]CNCN1
C1CNCNCN1 C1NCN[CH2:1]CN1
C1CNCSC1 C1CNC[S:1]C1
C1CNCSC1 C1CN[CH2:1]SC1
C1CNCSC1 C1CSC[NH:1]C1
C1CNCSC1 C1C[CH2:1]NCS1
C1CNCSC1 C1C[CH2:1]SCN1
C1CNCSC1 C1NC[CH2:1]CS1
C1CNN1 C1C[NH:1]N1
C1CNN1 C1NN[CH2:1]1
C1CNNC1 C1CN[NH:1]C1
C1CNNC1 C1C[CH2:1]NN1
C1CNNC1 C1NNC[CH2:1]1
C1CNNCN1 C1CN[CH2:1]NN1
C1CNNCN1 C1CN[NH:1]CN1
C1CNNCN1 C1C[NH:1]CNN1
C1CNNCN1 C1C[NH:1]NCN1
C1CNNCN1 C1NC[CH2:1]NN1
C1CNNCN1 C1NNC[CH2:1]N1
C1CNNN1 C1CN[NH:1]N1
C1CNNN1 C1C[NH:1]NN1
C1CNNN1 C1NNN[CH2:1]1
C1CNNNC1 C1CNN[NH:1]C1
C1CNNNC1 C1CN[NH:1]NC1
C1CNNNC1 C1C[CH2:1]NNN1
C1CNNNC1 C1NNNC[CH2:1]1
C1CNNNCN1 C1CNN[NH:1]CN1
C1CNNNCN1 C1CN[CH2:1]NNN1
C1CNNNCN1 C1CN[NH:1]NCN1
C1CNNNCN1 C1C[NH:1]CNNN1
C1CNNNCN1 C1C[NH:1]NNCN1
C1CNNNCN1 C1NC[CH2:1]NNN1
C1CNNNCN1 C1NNNC[CH2:1]N1
C1CNNNN1 C1CN[NH:1]NN1
C1CNNNN1 C1C[NH:1]NNN1
C1CNNNN1 C1NNNN[CH2:1]1
C1COC1 C1C[CH2:1]O1
C1COC1 C1OC[CH2:1]1
C1COC1 C1O[CH2:1][CH2:1]1
C1COCCO1 C1CO[CH2:1]CO1
C1COCCO1 C1CO[CH2:1][CH2:1]O1
C1COCO1 C1CO[CH2:1]O1
C1COCO1 C1OC[CH2:1]O1
C1COCO1 C1O[CH2:1][CH2:1]O1
C1CS1 C1S[CH2:1]1
C1CS1 S1[CH2:1][CH2:1]1
C1CSCCN1 C1CSC[CH2:1]N1
C1CSCCN1 C1CS[CH2:1]CN1
C1CSCCN1 C1C[NH:1]CCS1
C1CSCCO1 C1CSC[CH2:1]O1
C1CSCCO1 C1CS[CH2:1]CO1
C1CSCCO1 C1CS[CH2:1][CH2:1]O1
C1CSCN1 C1CS[CH2:1]N1
C1CSCN1 C1C[NH:1]CS1
C1CSCN1 C1NC[CH2:1]S1
C1CSCN1 C1N[CH2:1]CS1
C1CSCNN1 C1CSC[NH:1]N1
C1CSCNN1 C1CS[CH2:1]NN1
C1CSCNN1 C1C[NH:1]NCS1
C1CSCNN1 C1NNC[CH2:1]S1
C1CSCNN1 C1NN[CH2:1]CS1
C1CSN=N1 C1N=NS[CH2:1]1
C1CSN=N1 C1SN=N[CH2:1]1
C1CSN=N1 N1=N[CH2:1][CH2:1]S1
C1CSNNN1 C1CSN[NH:1]N1
C1CSNNN1 C1CS[NH:1]NN1
C1CSNNN1 C1C[NH:1]NNS1
C1CSNNN1 C1NNNS[CH2:1]1
C1CSNNN1 C1SNNN[CH2:1]1
C1CSS1 C1C[S:1]S1
C1CSS1 C1SS[CH2:1]1
C1NCNCN1 C1NCN[CH2:1]N1
C1NCNCN1 C1NC[NH:1]CN1
C1NCNN1 C1NC[NH:1]N1
C1NCNN1 C1NNC[NH:1]1
C1NCNN1 C1NN[CH2:1]N1
C1NCNNN1 C1NCN[NH:1]N1
C1NCNNN1 C1NC[NH:1]NN1
C1NCNNN1 C1NNNC[NH:1]1
C1NCNNN1 C1NNN[CH2:1]N1
C1NN1 C1N[NH:1]1
C1NN1 N1N[CH2:1]1
C1NN=NS1 C1SN=N[NH:1]1
C1NN=NS1 N1=NS[CH2:1]N1
C1NN=NS1 N1=N[NH:1][CH2:1]S1
C1NNCNN1 C1NNC[NH:1]N1
C1NNCNN1 C1NN[CH2:1]NN1
C1NNCS1 C1NN[CH2:1]S1
C1NNCS1 C1N[NH:1]CS1
C1NNNCS1 C1NNN[CH2:1]S1
C1NNNCS1 C1NN[NH:1]CS1
C1NNNCS1 C1N[NH:1]NCS1
C1NNS1 C1NN[S:1]1
C1NNS1 C1N[NH:1]S1
C1NNS1 C1SN[NH:1]1
C1NNS1 N1N[CH2:1]S1
C=C C=[CH2:1]
C=N C=[NH:1]
C=N N=[CH2:1]
C=O C=[O:1]
C=O O=[CH2:1]
C=S C=[S:1]
C=S S=[CH2:1]
CBr Br[CH3:1]
CBr C[Br:1]
CC C[CH3:1]
CCl C[Cl:1]
CCl Cl[CH3:1]
CF C[F:1]
CF F[CH3:1]
CN C[NH2:1]
CN N[CH3:1]
CO C[OH:1]
CO O[CH3:1]
CP C[PH2:1]
CP P[CH3:1]
CS C[SH:1]
CS S[CH3:1]
C[Lr] C[Lr:1]
C[Lr] [Lr][CH3:1]
FS F[SH:1]
FS S[F:1]
N N
N=N N=[NH:1]
N=S N=[S:1]
N=S S=[NH:1]
NBr Br[NH2:1]
NBr N[Br:1]
NCl Cl[NH2:1]
NCl N[Cl:1]
NF F[NH2:1]
NF N[F:1]
NN N[NH2:1]
NO N[OH:1]
NO O[NH2:1]
NP N[PH2:1]
NP P[NH2:1]
NS N[SH:1]
NS S[NH2:1]
N[Lr] N[Lr:1]
N[Lr] [Lr][NH2:1]
O=P O=[PH:1]
O=P P=[O:1]
O=S O=[S:1]
O=S S=[O:1]
OBr Br[OH:1]
OBr O[Br:1]
OCl Cl[OH:1]
OCl O[Cl:1]
OF F[OH:1]
OF O[F:1]
OO O[OH:1]
OP O[PH2:1]
OP P[OH:1]
OS O[SH:1]
OS S[OH:1]
O[Lr] O[Lr:1]
O[Lr] [Lr][OH:1]
P P
PS P[SH:1]
PS S[PH2:1]
S S
S=S S=[S:1]
SBr Br[SH:1]
SBr S[Br:1]
SCl Cl[SH:1]
SCl S[Cl:1]
SS S[SH:1]
S[Lr] S[Lr:1]
S[Lr] [Lr][SH:1]
[Lr][Lr] [Lr][Lr:1]
